x,y,z,Cell Type
-0.0279896,0.458956,-0.0630595,Adipocyte
-0.0124333,0.455078,-0.0755402,Adipocyte
-0.0101647,0.418835,-0.0287077,Adipocyte
-0.0236537,0.466281,-0.0710483,Adipocyte
-0.0127529,0.470861,-0.0430868,Adipocyte
-0.00913766,0.462245,-0.0378896,Adipocyte
-0.0144276,0.435063,-0.0213295,Adipocyte
0.00312785,0.403869,-0.0772539,Adipocyte
-0.00895473,0.402294,-0.0520013,Adipocyte
-0.0251653,0.437682,-0.0738389,Adipocyte
-0.00960947,0.470886,-0.0307643,Adipocyte
-0.00390241,0.452594,-0.0741434,Adipocyte
-0.00533162,0.471574,-0.0218616,Adipocyte
0.00280699,0.404834,-0.0651757,Adipocyte
-0.0181212,0.422936,-0.0309594,Adipocyte
-0.0174678,0.439519,-0.0225667,Adipocyte
-0.0284311,0.416491,-0.0485702,Adipocyte
0.00527698,0.406009,-0.0675061,Adipocyte
-0.00370208,0.405498,-0.0507137,Adipocyte
-0.0322071,0.441038,-0.0588029,Adipocyte
-0.0290857,0.453464,-0.0594652,Adipocyte
-0.029443,0.44918,-0.044956,Adipocyte
-0.0294287,0.43737,-0.0344429,Adipocyte
0.00555623,0.411755,-0.0844104,Adipocyte
-0.0257333,0.418769,-0.0702562,Adipocyte
-0.0310169,0.42904,-0.0636105,Adipocyte
-0.0246037,0.419396,-0.0740475,Adipocyte
-0.0116412,0.469385,-0.025797,Adipocyte
-0.00798385,0.461624,-0.0204417,Adipocyte
-0.0247957,0.422157,-0.0731878,Adipocyte
-0.0306505,0.447257,-0.0484762,Adipocyte
-0.00503874,0.450772,-0.0749633,Adipocyte
-0.00904554,0.461773,-0.0253555,Adipocyte
-0.00867,0.453812,-0.0256675,Adipocyte
-0.0177494,0.421966,-0.0296992,Adipocyte
-0.0204759,0.439605,-0.0258982,Adipocyte
-0.0151899,0.470474,-0.0586686,Adipocyte
-0.00925606,0.454168,-0.0236378,Adipocyte
-0.00918898,0.469253,-0.0258236,Adipocyte
-0.0337903,0.437044,-0.0458644,Adipocyte
-0.01849,0.469662,-0.0560904,Adipocyte
-0.0032639,0.428184,-0.0264379,Adipocyte
-0.0248374,0.430709,-0.0320185,Adipocyte
-0.00909769,0.452572,-0.0750349,Adipocyte
-0.0309175,0.420388,-0.0431494,Adipocyte
-0.0322138,0.433826,-0.0545588,Adipocyte
-0.0233386,0.426686,-0.0306557,Adipocyte
-0.0250734,0.417898,-0.0366741,Adipocyte
-0.00471064,0.472886,-0.0234795,Adipocyte
-0.0158707,0.405278,-0.0492297,Adipocyte
-0.0127874,0.476424,-0.0358889,Adipocyte
0.00801106,0.406958,-0.0672253,Adipocyte
-0.00842001,0.435776,-0.0230545,Adipocyte
0.00239092,0.449727,-0.0462809,Adipocyte
-0.00554076,0.464377,-0.021005,Adipocyte
-0.0286521,0.443796,-0.033571,Adipocyte
-0.0154298,0.46715,-0.0289521,Adipocyte
-0.017754,0.439179,-0.0843773,Adipocyte
-0.0274879,0.428101,-0.0699874,Adipocyte
-0.0119048,0.460446,-0.0692811,Adipocyte
-0.00351638,0.402714,-0.0535754,Adipocyte
-0.0222551,0.430555,-0.0264584,Adipocyte
0.00300234,0.405119,-0.0636639,Adipocyte
-0.0119755,0.466637,-0.0434431,Adipocyte
-0.0140427,0.468177,-0.0556406,Adipocyte
0.0115939,0.439369,-0.0603382,Adipocyte
0.000640288,0.401976,-0.0679642,Adipocyte
-0.00839448,0.451991,-0.0238804,Adipocyte
-0.0193574,0.405632,-0.044519,Adipocyte
-0.0326592,0.430656,-0.0522284,Adipocyte
-0.00540355,0.417798,-0.0286898,Adipocyte
-0.0173991,0.44651,-0.0242382,Adipocyte
0.00104005,0.402923,-0.0768579,Adipocyte
-0.00914019,0.450033,-0.0224538,Adipocyte
-0.00130665,0.464871,-0.0186653,Adipocyte
0.00289738,0.440128,-0.0827638,Adipocyte
-0.0299465,0.418624,-0.0489302,Adipocyte
-0.0122359,0.419995,-0.0274741,Adipocyte
-0.0280932,0.415553,-0.0490085,Adipocyte
-0.0113664,0.409864,-0.0364212,Adipocyte
-0.0102256,0.472999,-0.0343495,Adipocyte
-0.0117242,0.459361,-0.0277522,Adipocyte
-0.0274185,0.450135,-0.0347882,Adipocyte
0.00786181,0.429617,-0.0811156,Adipocyte
-0.01751,0.416086,-0.0317727,Adipocyte
0.0124766,0.435794,-0.0588379,Adipocyte
-0.0121779,0.456347,-0.0741365,Adipocyte
-0.0229729,0.414583,-0.0333338,Adipocyte
-0.0249326,0.413972,-0.0657241,Adipocyte
0.00948121,0.428995,-0.0826953,Adipocyte
-0.0082941,0.457596,-0.065326,Adipocyte
-0.0200656,0.470937,-0.0688179,Adipocyte
-0.00310989,0.404016,-0.0536327,Adipocyte
-0.0248397,0.454621,-0.0342658,Adipocyte
-0.00518983,0.462414,-0.0278743,Adipocyte
-0.000161271,0.451194,-0.0617997,Adipocyte
-0.015006,0.433549,-0.0261196,Adipocyte
-0.0222255,0.456422,-0.0304128,Adipocyte
0.00274664,0.427915,-0.0894236,Adipocyte
-0.00343738,0.453477,-0.0640297,Adipocyte
-0.010473,0.474041,-0.0351351,Adipocyte
-0.0144185,0.451874,-0.077842,Adipocyte
-0.0227284,0.473222,-0.0518506,Adipocyte
-0.00997732,0.455304,-0.0740162,Adipocyte
-0.00532106,0.404864,-0.0435723,Adipocyte
-0.0165152,0.453239,-0.0771716,Adipocyte
-0.00282496,0.399673,-0.0590524,Adipocyte
-0.0199474,0.433042,-0.0231802,Adipocyte
0.00506996,0.415057,-0.0824445,Adipocyte
-0.0237372,0.435553,-0.0291682,Adipocyte
-0.0171665,0.473965,-0.0567428,Adipocyte
-0.00849147,0.416101,-0.0323369,Adipocyte
-0.00756364,0.405162,-0.0535224,Adipocyte
-0.0283825,0.463041,-0.0493265,Adipocyte
-0.022314,0.473822,-0.0538981,Adipocyte
-0.0333055,0.437066,-0.0438881,Adipocyte
-0.00716263,0.462174,-0.0272551,Adipocyte
-0.027728,0.446317,-0.0304685,Adipocyte
-0.00969677,0.409474,-0.0436221,Adipocyte
-0.00979176,0.462167,-0.0567428,Adipocyte
