x,y,z,Cell Type
0.0906934,0.403521,-0.0521988,B
0.0964835,0.411782,-0.0690712,B
0.074324,0.413279,-0.0796169,B
0.0550279,0.398609,-0.0732417,B
0.0536454,0.452045,-0.084487,B
0.0580088,0.416031,-0.0321075,B
0.0320647,0.463177,-0.079463,B
0.0530307,0.467729,-0.0481897,B
0.0904609,0.423461,-0.0605727,B
0.0343629,0.434957,-0.0442904,B
0.0599841,0.459167,-0.0423769,B
0.0837235,0.449978,-0.0860643,B
0.0235431,0.434948,-0.0461844,B
0.0737415,0.455046,-0.0486106,B
0.0807527,0.461356,-0.0640738,B
0.0771435,0.46088,-0.0849104,B
0.0456894,0.423469,-0.0349023,B
0.0499493,0.428531,-0.0394007,B
0.0633898,0.435246,-0.0344972,B
0.0873688,0.446035,-0.0743856,B
0.0603359,0.399595,-0.05816,B
0.0352505,0.463025,-0.0470324,B
0.0399301,0.42167,-0.0949016,B
0.0579988,0.403745,-0.0645651,B
0.0665434,0.469822,-0.0607612,B
0.0742294,0.412129,-0.0326668,B
0.0664487,0.408365,-0.0739733,B
0.0639094,0.400781,-0.0697557,B
0.0990457,0.43785,-0.0523113,B
0.0951371,0.437099,-0.0458371,B
0.0880055,0.44182,-0.0383343,B
0.0417561,0.467193,-0.0411435,B
0.0291574,0.434759,-0.0825843,B
0.0700532,0.449577,-0.0829248,B
0.0654017,0.441642,-0.100847,B
0.0424012,0.463966,-0.0437777,B
0.0449294,0.443788,-0.0365403,B
0.0714795,0.434181,-0.0298244,B
0.0791375,0.41579,-0.0369165,B
0.0829577,0.402118,-0.0728949,B
0.0370043,0.428631,-0.10145,B
0.057496,0.401817,-0.0716725,B
0.0947555,0.407281,-0.0330221,B
0.0566947,0.469029,-0.0807575,B
0.0768077,0.409585,-0.0807246,B
0.0704385,0.402779,-0.05672,B
0.0853148,0.443722,-0.0648558,B
0.0915727,0.415102,-0.0600495,B
0.067826,0.455047,-0.074355,B
0.037427,0.46991,-0.080362,B
0.0857154,0.438231,-0.0723123,B
0.0897407,0.413584,-0.0223093,B
0.0832282,0.445939,-0.0240353,B
0.0366705,0.400039,-0.0755892,B
0.0234656,0.423143,-0.0843037,B
0.087935,0.417634,-0.081603,B
0.0838487,0.457011,-0.0765797,B
0.0652487,0.411364,-0.0437699,B
0.0445528,0.429271,-0.0457265,B
0.0754054,0.412532,-0.0406191,B
0.0475993,0.464528,-0.0876245,B
0.0261672,0.40527,-0.0746805,B
0.0338973,0.413563,-0.0472897,B
0.028065,0.415966,-0.0785772,B
0.0786885,0.433213,-0.0908355,B
0.0608467,0.455214,-0.0865713,B
0.0463229,0.412669,-0.0818368,B
0.0179029,0.426171,-0.0711444,B
0.0531888,0.435231,-0.0294913,B
0.0333745,0.447911,-0.0893941,B
0.072948,0.438742,-0.0951578,B
0.100324,0.445197,-0.0622878,B
0.0302376,0.416589,-0.0828175,B
0.0344012,0.445864,-0.0365165,B
0.0407838,0.40795,-0.0890463,B
0.10242,0.428981,-0.0321504,B
0.0546781,0.466429,-0.0895382,B
0.0938686,0.432584,-0.0363987,B
0.0624053,0.407965,-0.0680419,B
0.0298682,0.419333,-0.081856,B
0.0642253,0.461229,-0.0468364,B
0.0970001,0.416111,-0.0592445,B
0.0466026,0.432574,-0.102537,B
0.0252444,0.416123,-0.091524,B
0.0678677,0.447766,-0.0838418,B
0.072764,0.405115,-0.0582416,B
0.0640017,0.421773,-0.0326277,B
0.0601612,0.458698,-0.0283582,B
0.0731547,0.41375,-0.024611,B
0.0776516,0.427914,-0.0260112,B
0.0608835,0.450787,-0.0287072,B
0.03296,0.465931,-0.0694539,B
0.0950947,0.424424,-0.0293554,B
0.0360805,0.439673,-0.0344922,B
0.0482408,0.40873,-0.0619938,B
0.0549478,0.424923,-0.0890778,B
0.0396204,0.469838,-0.07895,B
0.0483435,0.467344,-0.0656171,B
0.0976516,0.422456,-0.0340711,B
0.0597563,0.451141,-0.026437,B
0.080547,0.406942,-0.0728661,B
0.0691041,0.428017,-0.0935551,B
0.0419963,0.466537,-0.0627334,B
0.0712813,0.425321,-0.0295688,B
0.0602222,0.428942,-0.0975886,B
0.0758129,0.425031,-0.0337444,B
0.053624,0.437726,-0.0920143,B
0.0638745,0.407014,-0.031738,B
0.0986255,0.431827,-0.0349568,B
0.081339,0.408597,-0.0697486,B
0.0664345,0.397606,-0.0506984,B
0.0156008,0.430927,-0.0610205,B
0.0721193,0.425555,-0.0926113,B
0.0572101,0.45795,-0.039789,B
0.064789,0.447246,-0.0928548,B
0.0179163,0.417,-0.0606382,B
0.0333837,0.467586,-0.0513196,B
0.02128,0.427443,-0.0657512,B
0.0248961,0.422037,-0.0893419,B
0.0532466,0.466723,-0.0847509,B
0.0809705,0.435211,-0.0803805,B
0.0823391,0.441748,-0.0380325,B
0.0288035,0.45098,-0.0395065,B
0.055284,0.419634,-0.036371,B
0.0807508,0.408341,-0.0756577,B
0.047034,0.40256,-0.0550602,B
0.050824,0.44327,-0.0373427,B
0.0315712,0.420432,-0.0540644,B
0.089532,0.407111,-0.0419591,B
0.0790479,0.417288,-0.0877929,B
0.097387,0.424851,-0.0682078,B
0.0722261,0.427486,-0.0293417,B
0.087169,0.457203,-0.0492295,B
0.0613643,0.432865,-0.0257846,B
0.0821574,0.446728,-0.0517621,B
0.0972427,0.440303,-0.0569274,B
0.0833004,0.431603,-0.0254582,B
0.0815216,0.408508,-0.0577575,B
0.055043,0.410867,-0.0494626,B
0.10411,0.414733,-0.0553223,B
0.0145238,0.419149,-0.0708582,B
0.0378181,0.465795,-0.0475532,B
0.0918086,0.431101,-0.0654194,B
0.0576292,0.427905,-0.0298037,B
0.0614164,0.432528,-0.0917155,B
0.0316944,0.470441,-0.0652123,B
0.0244113,0.414908,-0.0748591,B
0.0434119,0.436246,-0.0943709,B
0.0893382,0.409297,-0.0486123,B
0.0378325,0.422542,-0.101966,B
0.0246904,0.425239,-0.0782765,B
0.0797063,0.428366,-0.0249947,B
0.0546618,0.457379,-0.0774865,B
0.0675145,0.400803,-0.0668826,B
0.0394844,0.436495,-0.0939761,B
0.0707957,0.400012,-0.0599206,B
0.0384074,0.442807,-0.0902535,B
0.0820211,0.416507,-0.0222095,B
0.0560329,0.40282,-0.0734155,B
0.0833334,0.402402,-0.0712041,B
0.054526,0.463531,-0.0485882,B
0.05055,0.465062,-0.0622304,B
0.0712197,0.468447,-0.0526039,B
0.0886356,0.419061,-0.0791021,B
0.0287123,0.436062,-0.0869357,B
0.101584,0.435235,-0.0376731,B
0.064014,0.470085,-0.0733699,B
0.0782619,0.436387,-0.0928187,B
0.0998578,0.436436,-0.0674845,B
0.0397269,0.414756,-0.0809294,B
0.0614134,0.448978,-0.0267083,B
0.0678998,0.44408,-0.0217461,B
0.0476951,0.426289,-0.0952034,B
0.103648,0.431066,-0.0389092,B
0.0956235,0.433728,-0.0394862,B
0.0437918,0.399885,-0.0756075,B
0.0416566,0.43477,-0.104789,B
0.054259,0.469887,-0.0761536,B
